symbol	month	scope_symbol_days	expected_1m_slots_calendar	early_close_days_in_scope	full_close_days_in_scope	trade_1m_slots	trade_slot_cov_pct	quote_1m_slots	quote_slot_cov_pct	stock_1m_slots	stock_slot_cov_pct	enrich_1m_slots	enrich_slot_cov_pct	enrich_vs_trade_slot_pct	trade_rows	quote_rows	stock_rows	enrich_rows
GIS	2026-02-01	19	7714	0	0	5343	69.26	6009	77.9	7684	99.61	5343	69.26	100	21462	857774	7684	20853
GOOGL	2026-02-01	19	7714	0	0	7411	96.07	7460	96.71	7684	99.61	7411	96.07	100	1662580	5939714	7684	1587895
GS	2026-02-01	19	7714	0	0	7410	96.06	7448	96.55	7699	99.81	7410	96.06	100	229168	16153377	7699	220413
HAL	2026-02-01	19	7714	0	0	6668	86.44	6999	90.73	7699	99.81	6668	86.44	100	42625	2363082	7699	40682
HD	2026-02-01	19	7714	0	0	7317	94.85	7424	96.24	7699	99.81	7317	94.85	100	103271	7261392	7699	99177
HON	2026-02-01	19	7714	0	0	5642	73.14	6413	83.13	7699	99.81	5642	73.14	100	24086	3894595	7699	23195
HOOD	2026-02-01	19	7714	0	0	7410	96.06	7447	96.54	7699	99.81	7410	96.06	100	1091940	6606288	7699	995031
ICE	2026-02-01	19	7714	0	0	2606	33.78	3874	50.22	7714	100	2606	33.78	100	10042	881168	7714	10000
INTC	2026-02-01	19	7714	0	0	7411	96.07	7449	96.56	7684	99.61	7411	96.07	100	855314	4880961	7684	782322
JNJ	2026-02-01	19	7714	0	0	7358	95.39	7414	96.11	7699	99.81	7358	95.39	100	93546	3266589	7699	89597
JPM	2026-02-01	19	7714	0	0	7410	96.06	7464	96.76	7699	99.81	7410	96.06	100	286603	6876877	7699	273940
KEY	2026-02-01	19	7714	0	0	2895	37.53	3893	50.47	7699	99.81	2895	37.53	100	7883	503121	7699	7743
KHC	2026-02-01	19	7714	0	0	6702	86.88	7004	90.8	7714	100	6702	86.88	100	43015	1947542	7714	41543
KO	2026-02-01	19	7714	0	0	7391	95.81	7435	96.38	7699	99.81	7391	95.81	100	165982	2299909	7699	158200
LLY	2026-02-01	19	7714	0	0	7407	96.02	7436	96.4	7699	99.81	7407	96.02	100	282227	16196147	7699	275091
LMT	2026-02-01	19	7714	0	0	6909	89.56	7144	92.61	7699	99.81	6909	89.56	100	53708	6298511	7699	51524
LOW	2026-02-01	19	7714	0	0	6190	80.24	6778	87.87	7699	99.81	6190	80.24	100	41106	4719341	7699	40240
MA	2026-02-01	19	7714	0	0	7150	92.69	7333	95.06	7684	99.61	7150	92.69	100	76935	9210732	7684	70760
MCD	2026-02-01	19	7714	0	0	7215	93.53	7310	94.76	7684	99.61	7215	93.53	100	91846	7449291	7684	86704
META	2026-02-01	19	7714	0	0	7412	96.09	7467	96.8	7699	99.81	7412	96.09	100	2114347	36842816	7699	1987591
MMM	2026-02-01	19	7714	0	0	5962	77.29	6490	84.13	7699	99.81	5962	77.29	100	29109	2783991	7699	27447
MO	2026-02-01	19	7714	0	0	7139	92.55	7317	94.85	7699	99.81	7139	92.55	100	63936	3069126	7699	61477
MPC	2026-02-01	19	7714	0	0	3851	49.92	5762	74.7	7714	100	3851	49.92	100	12502	2790576	7714	11980
MRK	2026-02-01	19	7714	0	0	7352	95.31	7418	96.16	7699	99.81	7352	95.31	100	169536	4113866	7699	160146
MS	2026-02-01	19	7714	0	0	7001	90.76	7290	94.5	7684	99.61	7001	90.76	100	67294	6430250	7684	63935
MSFT	2026-02-01	19	7714	0	0	7411	96.07	7464	96.76	7699	99.81	7411	96.07	100	2700324	13492942	7699	2553769
MU	2026-02-01	19	7714	0	0	7412	96.09	7412	96.09	7714	100	7412	96.09	100	1948756	742403	7714	1506888
NFLX	2026-02-01	19	7714	0	0	7410	96.06	7481	96.98	7714	100	7410	96.06	100	1456025	20820989	7714	1404374
NKE	2026-02-01	19	7714	0	0	7405	95.99	7435	96.38	7699	99.81	7405	95.99	100	196224	5014538	7699	186730
NOC	2026-02-01	19	7714	0	0	3619	46.91	5245	67.99	7699	99.81	3619	46.91	100	10396	4166010	7699	10254
NOW	2026-02-01	19	7714	0	0	7410	96.06	7448	96.55	7714	100	7410	96.06	100	262988	8399794	7714	250361
NVDA	2026-02-01	19	7714	0	0	7413	96.1	7455	96.64	7714	100	7413	96.1	100	6547578	20064660	7714	6262056
ORCL	2026-02-01	19	7714	0	0	7384	95.72	7431	96.33	7714	100	7384	95.72	100	907507	6735790	7714	854564
OXY	2026-02-01	19	7714	0	0	7373	95.58	7432	96.34	7714	100	7373	95.58	100	148389	2734216	7714	144585
PEP	2026-02-01	19	7714	0	0	7229	93.71	7358	95.39	7684	99.61	7229	93.71	100	101044	3861337	7684	89042
PFE	2026-02-01	19	7714	0	0	7394	95.85	7424	96.24	7684	99.61	7394	95.85	100	202129	2904602	7684	186786
PG	2026-02-01	19	7714	0	0	7269	94.23	7390	95.8	7714	100	7269	94.23	100	91977	4599963	7714	86510
PLTR	2026-02-01	19	7714	0	0	7411	96.07	7465	96.77	7699	99.81	7411	96.07	100	2444198	10292433	7699	2272413
PM	2026-02-01	19	7714	0	0	5985	77.59	6694	86.78	7699	99.81	5985	77.59	100	28320	4021757	7699	27315
PNC	2026-02-01	19	7714	0	0	4991	64.7	6074	78.74	7699	99.81	4991	64.7	100	17333	4984550	7699	16922
PSX	2026-02-01	19	7714	0	0	4417	57.26	5897	76.45	7699	99.81	4417	57.26	100	16229	4139498	7699	15954
PYPL	2026-02-01	19	7714	0	0	7405	95.99	7448	96.55	7699	99.81	7405	95.99	100	482399	4484091	7699	445990
QCOM	2026-02-01	19	7714	0	0	7382	95.7	7457	96.67	7699	99.81	7382	95.7	100	159466	5381863	7699	153429
QQQ	2026-02-01	19	7714	0	0	7194	93.26	9206	119.34	7894	102.33	7194	93.26	100	13957357	65746720	7894	10464656
RBLX	2026-02-01	19	7714	0	0	7323	94.93	7397	95.89	7699	99.81	7323	94.93	100	141011	4759633	7699	131408
RF	2026-02-01	19	7714	0	0	2474	32.07	4424	57.35	7714	100	2474	32.07	100	6785	1257772	7714	6589
RTX	2026-02-01	19	7714	0	0	7090	91.91	7269	94.23	7714	100	7090	91.91	100	64110	3121684	7714	60533
SBUX	2026-02-01	19	7714	0	0	7322	94.92	7431	96.33	7699	99.81	7322	94.92	100	97265	4285984	7699	91490
SCHW	2026-02-01	19	7714	0	0	6867	89.02	7151	92.7	7684	99.61	6867	89.02	100	77086	3382282	7684	75330
SHOP	2026-02-01	19	7714	0	0	7397	95.89	7429	96.31	7699	99.81	7397	95.89	100	234685	7451566	7699	227162
SLB	2026-02-01	19	7714	0	0	7054	91.44	7320	94.89	7714	100	7054	91.44	100	67074	3869857	7714	65251
SNOW	2026-02-01	19	7714	0	0	7390	95.8	7429	96.31	7699	99.81	7390	95.8	100	256658	7926995	7699	248957
SOFI	2026-02-01	19	7714	0	0	7411	96.07	7447	96.54	7699	99.81	7411	96.07	100	828137	3382140	7699	766801
SPGI	2026-02-01	19	7714	0	0	4846	62.82	5865	76.03	7714	100	4846	62.82	100	22807	4791274	7714	22654
SPY	2026-02-01	19	7714	0	0	7565	98.07	8877	115.08	7805	101.18	7565	98.07	100	23382974	90094554	7805	18239177
TFC	2026-02-01	19	7714	0	0	3426	44.41	5028	65.18	7714	100	3426	44.41	100	11773	1157238	7714	11282
TGT	2026-02-01	19	7714	0	0	7364	95.46	7430	96.32	7714	100	7364	95.46	100	124998	4634195	7714	115439
TSLA	2026-02-01	19	7714	0	0	7412	96.09	7438	96.42	7699	99.81	7412	96.09	100	8039025	29542174	7699	7601337
UBER	2026-02-01	19	7714	0	0	7405	95.99	7429	96.31	7684	99.61	7405	95.99	100	266022	4254282	7684	254222
UNH	2026-02-01	19	7714	0	0	7411	96.07	7450	96.58	7699	99.81	7411	96.07	100	401701	9113668	7699	377859
UPST	2026-02-01	19	7714	0	0	7234	93.78	7398	95.9	7714	100	7234	93.78	100	97174	5152277	7714	93591
USB	2026-02-01	19	7714	0	0	4879	63.25	6219	80.62	7699	99.81	4879	63.25	100	22612	3233758	7699	21081
V	2026-02-01	19	7714	0	0	7364	95.46	7419	96.18	7684	99.61	7364	95.46	100	140721	13688689	7684	131212
VLO	2026-02-01	19	7714	0	0	5692	73.79	6791	88.03	7699	99.81	5692	73.79	100	28770	6025139	7699	27858
WFC	2026-02-01	19	7714	0	0	7312	94.79	7399	95.92	7714	100	7312	94.79	100	156829	6313330	7714	147648
WMT	2026-02-01	19	7714	0	0	7410	96.06	7430	96.32	7699	99.81	7410	96.06	100	520893	2707083	7699	488234
XOM	2026-02-01	19	7714	0	0	7384	95.72	7431	96.33	7699	99.81	7384	95.72	100	332885	7668464	7699	321112
AAPL	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	632896	4830221	2030	632896
ABBV	2026-03-01	6	2436	0	0	1913	78.53	1934	79.39	2030	83.33	1913	78.53	100	17264	1586410	2030	17264
ABNB	2026-03-01	6	2436	0	0	1703	69.91	1955	80.25	2030	83.33	1703	69.91	100	13040	2750294	2030	13040
ADBE	2026-03-01	6	2436	0	0	1950	80.05	1954	80.21	2030	83.33	1950	80.05	100	59278	4158748	2030	59278
AFRM	2026-03-01	6	2436	0	0	1898	77.91	1947	79.93	2030	83.33	1898	77.91	100	18225	1938146	2030	18225
ALLY	2026-03-01	6	2436	0	0	510	20.94	1346	55.25	2030	83.33	510	20.94	100	1461	444420	2030	1461
AMD	2026-03-01	6	2436	0	0	1951	80.09	1953	80.17	2030	83.33	1951	80.09	100	436342	3649199	2030	436342
AMGN	2026-03-01	6	2436	0	0	1578	64.78	1856	76.19	2030	83.33	1578	64.78	100	8618	2888850	2030	8618
AMZN	2026-03-01	6	2436	0	0	1951	80.09	1953	80.17	2030	83.33	1951	80.09	100	686579	3102357	2030	686579
AVGO	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	438906	2810425	2030	438906
AXP	2026-03-01	6	2436	0	0	1921	78.86	1939	79.6	2030	83.33	1921	78.86	100	28575	1601817	2030	28575
BA	2026-03-01	6	2436	0	0	1949	80.01	1951	80.09	2030	83.33	1949	80.01	100	78708	1579276	2030	78708
BAC	2026-03-01	6	2436	0	0	1949	80.01	1953	80.17	2030	83.33	1949	80.01	100	82562	1255062	2030	82562
BLK	2026-03-01	6	2436	0	0	1320	54.19	1447	59.4	2030	83.33	1320	54.19	100	5952	2414839	2030	5952
BMY	2026-03-01	6	2436	0	0	1820	74.71	1926	79.06	2030	83.33	1820	74.71	100	16683	1332516	2030	16683
C	2026-03-01	6	2436	0	0	1937	79.52	1948	79.97	2030	83.33	1937	79.52	100	49303	1995886	2030	49303
CAT	2026-03-01	6	2436	0	0	1943	79.76	1945	79.84	2030	83.33	1943	79.76	100	35780	2885140	2030	35780
CL	2026-03-01	6	2436	0	0	1101	45.2	1588	65.19	2030	83.33	1101	45.2	100	4141	990111	2030	4141
CME	2026-03-01	6	2436	0	0	1117	45.85	1476	60.59	2030	83.33	1117	45.85	100	3862	985275	2030	3862
CMG	2026-03-01	6	2436	0	0	1890	77.59	1918	78.74	2030	83.33	1890	77.59	100	26085	1735429	2030	26085
COIN	2026-03-01	6	2436	0	0	1951	80.09	1953	80.17	2030	83.33	1951	80.09	100	242297	2875396	2030	242297
COP	2026-03-01	6	2436	0	0	1862	76.44	1916	78.65	2030	83.33	1862	76.44	100	20743	1711023	2030	20743
COST	2026-03-01	6	2436	0	0	1948	79.97	1952	80.13	2030	83.33	1948	79.97	100	61619	3807096	2030	61619
CRM	2026-03-01	6	2436	0	0	1950	80.05	1954	80.21	2030	83.33	1950	80.05	100	64079	2820651	2030	64079
CSCO	2026-03-01	6	2436	0	0	1933	79.35	1947	79.93	2030	83.33	1933	79.35	100	35065	1550251	2030	35065
CVS	2026-03-01	6	2436	0	0	1748	71.76	1910	78.41	2030	83.33	1748	71.76	100	13243	1618412	2030	13243
CVX	2026-03-01	6	2436	0	0	1948	79.97	1954	80.21	2030	83.33	1948	79.97	100	70591	1729292	2030	70591
DE	2026-03-01	6	2436	0	0	1697	69.66	1843	75.66	2030	83.33	1697	69.66	100	8488	2686581	2030	8488
DIS	2026-03-01	6	2436	0	0	1946	79.89	1952	80.13	2030	83.33	1946	79.89	100	40277	1549189	2030	40277
EOG	2026-03-01	6	2436	0	0	1568	64.37	1852	76.03	2030	83.33	1568	64.37	100	7492	1928321	2030	7492
ETN	2026-03-01	6	2436	0	0	1486	61	1657	68.02	2030	83.33	1486	61	100	6371	1313320	2030	6371
GE	2026-03-01	6	2436	0	0	1930	79.23	1938	79.56	2030	83.33	1930	79.23	100	25757	1808244	2030	25757
GILD	2026-03-01	6	2436	0	0	1465	60.14	1786	73.32	2030	83.33	1465	60.14	100	6102	1583584	2030	6102
GIS	2026-03-01	6	2436	0	0	1220	50.08	1511	62.03	2030	83.33	1220	50.08	100	3909	303455	2030	3909
GOOGL	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	333539	3903965	2030	333539
GS	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	81537	4532912	2030	81537
HAL	2026-03-01	6	2436	0	0	1795	73.69	1878	77.09	2030	83.33	1795	73.69	100	14104	1035065	2030	14104
HD	2026-03-01	6	2436	0	0	1925	79.02	1955	80.25	2030	83.33	1925	79.02	100	21071	3895924	2030	21071
HON	2026-03-01	6	2436	0	0	1610	66.09	1772	72.74	2030	83.33	1610	66.09	100	9761	962400	2030	9761
HOOD	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	220577	1791338	2030	220577
ICE	2026-03-01	6	2436	0	0	468	19.21	1075	44.13	2030	83.33	468	19.21	100	1537	378969	2030	1537
INTC	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	186449	1665182	2030	186449
JNJ	2026-03-01	6	2436	0	0	1932	79.31	1949	80.01	2030	83.33	1932	79.31	100	22856	2296045	2030	22856
JPM	2026-03-01	6	2436	0	0	1950	80.05	1954	80.21	2030	83.33	1950	80.05	100	79265	3495287	2030	79265
KEY	2026-03-01	6	2436	0	0	648	26.6	1158	47.54	2030	83.33	648	26.6	100	1621	247669	2030	1621
KHC	2026-03-01	6	2436	0	0	1755	72.04	1861	76.4	2030	83.33	1755	72.04	100	10432	767208	2030	10432
KO	2026-03-01	6	2436	0	0	1944	79.8	1950	80.05	2030	83.33	1944	79.8	100	33860	1237899	2030	33860
LLY	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	78350	3278835	2030	78350
LMT	2026-03-01	6	2436	0	0	1915	78.61	1935	79.43	2030	83.33	1915	78.61	100	26001	2876488	2030	26001
LOW	2026-03-01	6	2436	0	0	1538	63.14	1926	79.06	2030	83.33	1538	63.14	100	7165	2113545	2030	7165
MA	2026-03-01	6	2436	0	0	1882	77.26	1925	79.02	2030	83.33	1882	77.26	100	19319	3118677	2030	19319
MCD	2026-03-01	6	2436	0	0	1890	77.59	1946	79.89	2030	83.33	1890	77.59	100	17569	2666337	2030	17569
META	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	550255	6238471	2030	550255
MMM	2026-03-01	6	2436	0	0	1577	64.74	1678	68.88	2030	83.33	1577	64.74	100	7319	843991	2030	7319
MO	2026-03-01	6	2436	0	0	1831	75.16	1897	77.87	2030	83.33	1831	75.16	100	12513	957183	2030	12513
MPC	2026-03-01	6	2436	0	0	1454	59.69	1713	70.32	2030	83.33	1454	59.69	100	5944	604942	2030	5944
MRK	2026-03-01	6	2436	0	0	1935	79.43	1951	80.09	2030	83.33	1935	79.43	100	31318	2065322	2030	31318
MS	2026-03-01	6	2436	0	0	1830	75.12	1879	77.13	2030	83.33	1830	75.12	100	16898	1785381	2030	16898
MSFT	2026-03-01	6	2436	0	0	1951	80.09	1952	80.13	2030	83.33	1951	80.09	100	644927	4249998	2030	644927
MU	2026-03-01	6	2436	0	0	1950	80.05	1950	80.05	2030	83.33	1950	80.05	100	440753	175827	2030	440753
NFLX	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	423606	6197754	2030	423606
NKE	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	55078	1439224	2030	55078
NOC	2026-03-01	6	2436	0	0	1202	49.34	1717	70.48	2030	83.33	1202	49.34	100	4568	1777552	2030	4568
NOW	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	76329	2971359	2030	76329
NVDA	2026-03-01	6	2436	0	0	1950	80.05	1954	80.21	2030	83.33	1950	80.05	100	1639365	5860513	2030	1639365
ORCL	2026-03-01	6	2436	0	0	1940	79.64	1949	80.01	2030	83.33	1940	79.64	100	231694	2746692	2030	231694
OXY	2026-03-01	6	2436	0	0	1945	79.84	1950	80.05	2030	83.33	1945	79.84	100	59612	1090642	2030	59612
PEP	2026-03-01	6	2436	0	0	1861	76.4	1935	79.43	2030	83.33	1861	76.4	100	16453	1776005	2030	16453
PFE	2026-03-01	6	2436	0	0	1936	79.47	1951	80.09	2030	83.33	1936	79.47	100	41706	1218237	2030	41706
PG	2026-03-01	6	2436	0	0	1912	78.49	1944	79.8	2030	83.33	1912	78.49	100	26830	1740690	2030	26830
PLTR	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	712463	3230606	2030	712463
PM	2026-03-01	6	2436	0	0	1708	70.11	1912	78.49	2030	83.33	1708	70.11	100	9202	1758120	2030	9202
PNC	2026-03-01	6	2436	0	0	946	38.83	1566	64.29	2030	83.33	946	38.83	100	2279	1546792	2030	2279
PSX	2026-03-01	6	2436	0	0	1313	53.9	1789	73.44	2030	83.33	1313	53.9	100	5169	1879638	2030	5169
PYPL	2026-03-01	6	2436	0	0	1950	80.05	1953	80.17	2030	83.33	1950	80.05	100	54890	1747522	2030	54890
QCOM	2026-03-01	6	2436	0	0	1933	79.35	1942	79.72	2030	83.33	1933	79.35	100	26970	1668321	2030	26970
QQQ	2026-03-01	6	2436	0	0	2027	83.21	2076	85.22	2076	85.22	2027	83.21	100	4347522	19251048	2076	4347522
RBLX	2026-03-01	6	2436	0	0	1864	76.52	1915	78.61	2030	83.33	1864	76.52	100	21802	1516443	2030	21802
RF	2026-03-01	6	2436	0	0	328	13.46	1304	53.53	2030	83.33	328	13.46	100	793	445904	2030	793
RTX	2026-03-01	6	2436	0	0	1949	80.01	1952	80.13	2030	83.33	1949	80.01	100	42188	1407388	2030	42188
SBUX	2026-03-01	6	2436	0	0	1898	77.91	1921	78.86	2030	83.33	1898	77.91	100	19364	1181686	2030	19364
SCHW	2026-03-01	6	2436	0	0	1766	72.5	1926	79.06	2030	83.33	1766	72.5	100	12617	1927478	2030	12617
SHOP	2026-03-01	6	2436	0	0	1944	79.8	1952	80.13	2030	83.33	1944	79.8	100	38973	2673502	2030	38973
SLB	2026-03-01	6	2436	0	0	1880	77.18	1913	78.53	2030	83.33	1880	77.18	100	20250	925177	2030	20250
SNOW	2026-03-01	6	2436	0	0	1947	79.93	1950	80.05	2030	83.33	1947	79.93	100	47171	2342673	2030	47171
SOFI	2026-03-01	6	2436	0	0	1950	80.05	1952	80.13	2030	83.33	1950	80.05	100	227000	1047897	2030	227000
SPGI	2026-03-01	6	2436	0	0	952	39.08	1955	80.25	2030	83.33	952	39.08	100	2833	3273452	2030	2833
SPY	2026-03-01	6	2436	0	0	2029	83.29	2077	85.26	2077	85.26	2029	83.29	100	7706426	26233050	2077	7706426
TFC	2026-03-01	6	2436	0	0	797	32.72	1478	60.67	2030	83.33	797	32.72	100	2052	514283	2030	2052
TGT	2026-03-01	6	2436	0	0	1937	79.52	1954	80.21	2030	83.33	1937	79.52	100	52066	2300582	2030	52066
TSLA	2026-03-01	6	2436	0	0	1950	80.05	1954	80.21	2030	83.33	1950	80.05	100	2167034	9572800	2030	2167034
UBER	2026-03-01	6	2436	0	0	1949	80.01	1953	80.17	2030	83.33	1949	80.01	100	43970	1588713	2030	43970
UNH	2026-03-01	6	2436	0	0	1948	79.97	1952	80.13	2030	83.33	1948	79.97	100	75054	3840502	2030	75054
UPST	2026-03-01	6	2436	0	0	1842	75.62	1955	80.25	2030	83.33	1842	75.62	100	16416	2048840	2030	16416
USB	2026-03-01	6	2436	0	0	1251	51.35	1817	74.59	2030	83.33	1251	51.35	100	5283	1362860	2030	5283
V	2026-03-01	6	2436	0	0	1946	79.89	1952	80.13	2030	83.33	1946	79.89	100	39703	2799183	2030	39703
VLO	2026-03-01	6	2436	0	0	1839	75.49	1914	78.57	2030	83.33	1839	75.49	100	14068	1510583	2030	14068
WFC	2026-03-01	6	2436	0	0	1921	78.86	1945	79.84	2030	83.33	1921	78.86	100	38767	2236870	2030	38767
WMT	2026-03-01	6	2436	0	0	1950	80.05	1954	80.21	2030	83.33	1950	80.05	100	89328	2158690	2030	89328
XOM	2026-03-01	6	2436	0	0	1939	79.6	1955	80.25	2030	83.33	1939	79.6	100	116182	2739346	2030	116182
